DEPTH,DEN,GR,AC,VP,Reservoir_Type
3068.25,2.428,109.916,107.202,9328.219,10
3068.375,2.428,109.916,107.202,9328.219,10
3068.5,2.436,111.138,107.147,9332.973,10
3068.625,2.447,112.323,107.346,9315.688,10
3068.75,2.453,113.528,107.425,9308.829,10
3068.875,2.456,114.658,108.111,9249.761,10
3069,2.454,114.757,108.347,9229.579,10
3069.125,2.454,114.757,108.347,9229.579,10
3069.25,2.446,114.176,108.119,9249.025,10
3069.375,2.433,113.48,107.839,9273.117,10
3069.5,2.432,112.795,107.516,9300.924,10
3069.625,2.431,112.323,107.038,9342.512,10
3069.75,2.272,72.708,94.672,9877.805664,6
3069.875,2.226,52.421,95.399,9937.086914,6
3070,2.225,42.966,94.721,9963.273438,6
3070.125,2.225,42.966,94.721,9963.273438,6
3070.25,2.241,38.23,92.985,9956.264648,6
3070.375,2.253,38.299,92.2,9956.264648,6
3070.5,2.253,35.572,92.368,9952.378906,6
3070.625,2.251,37.142,92.971,9956.264648,6
3070.75,2.249,40.26,93.873,9963.024414,6
3070.875,2.249,40.26,93.873,9963.024414,6
3071,2.247,42.274,93.955,9963.273438,6
3071.125,2.241,42.367,94.721,9963.273438,6
3071.25,2.231,39.609,92.302,9963.831055,6
3071.375,2.221,37.825,95.242,9956.264648,6
3071.5,2.216,38.858,93.853,9956.264648,6
3071.625,2.216,38.858,93.853,9956.264648,6
3071.75,2.214,39.8,94.079,9963.831055,6
3071.875,2.218,40.397,93.869,9963.024414,6
3072,2.22,39.642,93.21,9963.831055,6
3072.125,2.224,37.844,94.486,9956.264648,6
3072.25,2.224,37.844,94.486,9956.264648,6
3072.375,2.22,39.187,93.421,9956.264648,6
3072.5,2.214,37.765,94.717,9956.264648,6
3072.625,2.21,38.993,95.919,9956.264648,6
3072.75,2.212,37.24,94.167,9956.264648,6
3072.875,2.214,39.278,97.726,9956.264648,6
3073,2.214,39.278,97.726,9956.264648,6
3073.125,2.213,40.288,97.021,9963.024414,6
3073.25,2.214,39.176,96.176,9956.264648,6
3073.375,2.221,39.289,92.639,9956.264648,6
3073.5,2.228,37.624,93.546,9956.264648,6
3073.625,2.228,37.624,93.546,9956.264648,6
3073.75,2.233,40.38,93.179,9963.024414,6
3073.875,2.253,44.215,91.652,9963.273438,6
3074,2.174,33.993,94.746,9941.40625,7
3074.125,2.192,33.011,94.751,9947.007813,7
3074.25,2.192,33.011,94.751,9947.007813,7
3074.375,2.215,30.967,94.491,9939.018555,7
3074.5,2.218,28.901,94.69,9939.018555,7
3074.625,2.199,28.954,95.052,9933.307617,7
3074.75,2.175,29.301,95.576,9930.493164,7
3074.875,2.182,31.726,97.333,9941.921875,7
3075,2.182,31.726,97.333,9941.921875,7
3075.125,2.183,32.429,96.242,9938.984375,7
3075.25,2.189,33.184,94.345,9947.007813,7
3075.375,2.199,33.927,93.115,9946.667969,7
3075.5,2.205,34.511,92.588,9952.378906,7
3075.625,2.205,34.511,92.588,9952.378906,7
3075.75,2.22,34.296,92.27,9952.378906,7
3075.875,2.23,31.46,91.919,9946.181641,7
3076,2.234,29.552,91.795,9939.018555,7
3076.125,2.227,29.804,92.738,9939.018555,7
3076.25,2.233,30.188,93.591,9939.018555,7
3076.375,2.243,30.459,94.393,9939.018555,7
3076.5,2.252,30.011,95.133,9939.018555,7
3076.625,2.248,28.628,95.91,9939.018555,7
3076.75,2.235,27.25,96.434,9939.018555,7
3076.875,2.235,33.448,93.899,9952.378906,7
3077,2.228,33.405,94.447,9952.378906,7
3077.125,2.228,33.405,94.447,9952.378906,7
3077.25,2.217,33.033,95.67,9952.378906,7
3077.375,2.198,32.646,95.561,9946.667969,7
3077.5,2.201,31.899,93.909,9948.410156,7
3077.625,2.216,31.667,92.7,9947.292969,7
3077.75,2.222,32.551,91.89,9946.005859,7
3077.875,2.218,33.602,91.434,9952.378906,7
3078,2.215,36.389,93.31,9957.095703,7
3078.125,2.03,48.886,110.261,9069.349,8
3078.25,2.053,49.731,108.929,9180.267,8
3078.375,2.053,49.248,110.137,9079.584,8
3078.5,2.046,49.248,110.137,9079.584,8
3078.625,2.034,48.716,113.238,8830.95,8
3078.75,2.02,48.983,117.273,8527.142,8
3078.875,2.027,52.438,119.148,8392.909,8
3079,2.075,64.606,119.405,8374.845,8
3079.125,2.425,97.908,117.333,8522.766,9
3079.25,2.424,97.908,117.333,8522.766,9
3079.375,2.422,98.096,118.092,8467.996,9
3079.5,2.419,100.299,118.525,8437.067,9
3079.625,2.419,101.998,119.084,8397.448,9
3079.75,2.416,103.889,119.633,8358.912,9
3079.875,2.407,104.781,120.128,8324.488,9
3080,2.395,104.781,120.128,8324.488,9
3080.125,2.375,104.214,120.522,8297.247,9
3080.25,2.374,103.005,120.63,8289.832,9
3080.375,2.38,101.392,120.483,8299.905,9
3080.5,2.387,101.755,119.999,8333.424,9
3080.625,2.396,101.755,119.999,8333.424,9
3080.75,2.399,102.058,119.13,8394.163,9
3080.875,2.401,100.846,118.044,8471.389,9
3081,2.405,99.199,116.773,8563.623,9
3081.125,2.408,98.763,115.98,8622.139,9
3081.25,2.41,98.672,114.783,8712.129,9
3081.375,2.411,98.672,114.783,8712.129,9
3081.5,2.412,98.006,113.313,8825.074,9
3081.625,2.409,95.657,112.759,8868.44,9
3081.75,2.407,95.272,113.309,8825.439,9
3081.875,2.409,97.397,113.48,8812.134,9
3082,2.408,97.397,113.48,8812.134,9
3082.125,2.398,100.423,113.368,8820.87,9
3082.25,2.393,101.968,113.45,8814.464,9
3082.375,2.391,100.174,113.847,8783.733,9
3082.5,2.403,99.916,114.229,8754.353,9
3082.625,2.43,100.26,114.467,8736.127,9
3082.75,2.435,100.26,114.467,8736.127,9
3082.875,2.436,99.954,114.672,8720.494,9
3083,2.429,99.919,114.963,8698.466,9
3083.125,2.265,54.542,96.88,9969.231445,8
3083.25,2.255,46.29,96.157,9959.080078,8
3083.375,2.268,45.641,95.138,9960.783203,8
3083.5,2.278,48.387,94.161,9978.342773,8
3083.625,2.272,48.987,93,9955.478516,8
3083.75,2.264,46.454,91.971,9959.080078,8
3083.875,2.264,46.454,91.971,9959.080078,8
3084,2.25,44.398,91.705,9963.273438,8
3084.125,2.24,41.493,91.4,9963.273438,8
3084.25,2.241,37.819,91.551,9956.264648,8
3084.375,2.248,36.237,91.247,9952.378906,8
3084.5,2.248,36.237,91.247,9952.378906,8
3084.625,2.255,35.44,91.095,9949.888672,8
3084.75,2.238,34.712,91.89,9952.378906,8
3084.875,2.214,34.827,91.915,9952.378906,8
3085,2.222,33.376,92.3,9952.378906,8
3085.125,2.288,34.698,94.703,9967.282227,8
3085.25,2.288,34.698,94.703,9967.282227,8
3085.375,2.38,45.175,94.894,9987.94043,8
3085.5,2.438,70.93,95.094,9979.075195,8
3085.625,2.231,44.431,91.841,9963.273438,8
3085.75,2.232,42.972,91.35,9963.273438,8
3085.875,2.227,43.426,90.104,9963.273438,8
3086,2.227,43.426,90.104,9963.273438,8
3086.125,2.23,43.222,91.233,9963.273438,8
3086.25,2.238,43.805,89.021,9963.273438,8
3086.375,2.25,45.595,88.043,9963.273438,8
3086.5,2.257,46.028,87.836,9959.080078,8
3086.625,2.257,46.028,87.836,9959.080078,8
3086.75,2.262,45.333,87.757,9960.783203,8
3086.875,2.264,43.962,87.769,9960.783203,8
3087,2.27,48.34,88.957,9955.478516,8
3087.125,2.279,55.162,88.925,9992.095703,8
3087.25,2.277,59.031,89.584,10011.12793,8
3087.375,2.277,59.031,89.584,10011.12793,8
3087.5,2.266,56.487,88.239,9969.231445,8
3087.625,2.261,51.526,90.405,9947.926758,8
3087.75,2.274,49.647,91.669,9968.351563,8
3087.875,2.281,49.766,91.878,9974.258789,8
3088,2.281,49.766,91.878,9974.258789,8
3088.125,2.279,48.553,90.499,9978.342773,8
3088.25,2.27,46.279,89.02,9959.080078,8
3088.375,2.273,45.22,88.945,9978.244141,8
3088.5,2.281,43.412,89.369,9984.151367,8
3088.625,2.293,42.289,88.837,9976.31543,8
3088.75,2.293,42.289,88.837,9976.31543,8
3088.875,2.303,42.458,87.854,9976.31543,8
3089,2.307,43.346,87.365,9976.31543,8
3089.125,2.305,44.644,87.266,9976.31543,8
3089.25,2.228,30.698,93.633,9939.018555,8
3089.375,2.227,26.896,89.411,9939.018555,8
3089.5,2.23,26.003,88.564,9939.018555,8
3089.625,2.242,25.492,87.651,9939.018555,8
3089.75,2.257,25.758,86.537,9936.52832,8
3089.875,2.257,25.758,86.537,9936.52832,8
3090,2.273,25.507,86.012,9957.067383,8
3090.125,2.276,25.904,86.216,9961.253906,8
3090.25,2.27,26.848,86.362,9936.52832,8
3090.375,2.258,28.168,87.759,9936.52832,8
